排名,电影名称,上映时间,总票房(元),平均票价,平均场次
7330,扎赉诺尔,,7550,37,18
7331,啊！摇篮,,7550,31,5
7332,停拍,,7545,33,57
7333,猴王出世,,7520,38,33
7334,血色烽烟之绝地锄奸,,7510,53,47
7335,文字国历险记-浩昊巧破笑话城,,7500,10,150
7336,间谍嘉柏,,7485,27,70
7337,妈妈我们回家,,7462,35,8
7338,零八三七,2019/1/8,7458,27,1
7339,今天,,7450,36,35
7340,你最珍贵,2021/12/4,7438,30,0
7341,碟中谍,,7425,40,62
7342,温暖的寒冬,2019/7/19,7417,19,2
7343,邮递员,,7410,14,74
7344,2022第三届庐山国际爱情电影周,,7404,33,6
7345,爱的钟声,2016/9/30,7397,25,5
7346,枪手,,7370,10,124
7347,东溪突击,,7367,21,7
7348,第九届中国新西兰电影节,,7334,29,18
7349,疑案忠魂,2004/6/26,7315,10,94
7350,乡村守望的女人,,7260,20,26
7351,2018年俄罗斯电影节,,7249,44,12
7352,爱在湘西,2018/12/18,7244,43,3
7353,生死足球赛,,7241,40,10
7354,母亲,,7235,40,22
7355,出路,,7225,32,56
7356,出路,,7225,32,56
7357,共产儿童团的战斗,,7200,10,350
7358,妹娃要过河,,7197,16,2
7359,东瀛游侠,,7196,21,14
7360,海面上漂过的奖杯,,7196,57,25
7361,云做的翅膀,2020/10/14,7149,25,1
7362,海阔天空,2017/11/24,7124,23,4
7363,最美青春献给你,2022/7/15,7119,14,9
7364,除霸安良,,7105,35,26
7365,春潮,,7076,38,46
7366,蓝色骑士,,7070,23,38
7367,一段生活之梦,,7040,26,67
7368,天书奇谭,,7035,10,116
7369,2018年第十四届中国长春电影节14,,7007,44,54
7370,香港浴血,,7000,20,117
7371,晚安，重庆,2021/12/10,6990,32,0
7372,2014法国电影展宁夏展映,,6982,26,11
7373,童年旧事,,6981,30,115
7374,飞雪迎春,2021/12/24,6980,34,0
7375,一生有爱,2012/12/9,6971,23,1
7376,记得少年那首歌（下）,2014/5/20,6960,36,195
7377,记得少年那首歌（上）,2014/5/20,6960,36,195
7378,记得少年那首歌1969,,6960,36,195
7379,拼爹年代,,6940,40,9
7380,毛泽东去安源,,6940,8,146
7381,超级50,2009/10/8,6926,18,5
7382,鸟岛,,6925,17,14
7383,嘿，那小孩儿,2021/6/1,6924,28,1
7384,没有航标的河流,,6916,25,6
7385,我是城管,2022/5/28,6909,45,2
7386,封神榜·妖灭,,6885,27,1
7387,海的钥匙,,6810,27,21
7388,蚀之怀朴抱素,2014/11/19,6762,32,16
7389,穿越爱,,6760,40,42
7390,香魂女,1992/2/1,6755,30,17
7391,如果高中棒球队女经理读过杜拉克的管理学,,6753,30,112
7392,十万火急,,6748,27,2
7393,醉后一战,,6746,24,4
7394,岳,,6745,31,110
7395,极地营救,,6720,10,223
7396,夺爱,,6720,29,8
7397,温泉世界,,6655,25,5
7398,广东省电影行业协会2018年广州意大利电影展映活动,,6596,34,49
7399,好还好借,2021/9/3,6581,27,1
7400,无手老师,,6579,5,7
7401,蝙蝠侠：侠影之谜,2005/6/29,6575,26,12
7402,贵妃还乡,,6566,14,3
7403,蚀之江枫渔火,,6566,30,17
7404,血性山谷,,6530,10,653
7405,说说美丽世界,2013/3/31,6528,42,8
7406,半斤八两,,6480,38,2
7407,中国电影资料馆第二届波兰电影展,,6473,35,23
7408,爱·回家,2013/11/8,6472,25,2
7409,小中年,2019/12/6,6468,39,7
7410,亲亲海豚,2013/8/22,6467,19,10
7411,龙潭夺宝,2015/4/21,6460,28,19
7412,刀安仁,,6456,24,4
7413,夫妻警务室,,6428,24,19
7414,梦想庄园,2013/6/19,6420,20,64
7415,中央车站,,6381,19,115
7416,宇宙锋,1954/2/1,6360,38,168
7417,红樱桃,,6350,16,14
7418,心灵救赎,2018/7/2,6349,26,1
7419,塬上,,6341,41,7
7420,伪证,2021/4/23,6328,37,0
7421,2018年第十四届中国长春电影节6,,6317,84,15
7422,黑灵芝,,6295,21,8
7423,阳光灿烂的日子,,6267,40,78
7424,军火,,6250,10,156
7425,超级拉拉队,,6248,53,6
7426,真相大白,,6240,32,99
7427,将离草,2015/9/18,6230,21,3
7428,永不消逝的电波,,6230,45,46
7429,岁月江城,2021/3/18,6217,26,1
7430,摆手舞之恋,,6200,23,9
7431,露珠儿,,6196,40,7
7432,黄金土,2021/11/22,6194,25,0
7433,飞,,6172,27,23
7434,漫瀚调,2015/11/30,6140,18,1
7435,空山异客,,6137,56,3
7436,女儿船,,6133,29,4
7437,向日葵,2005/10/18,6126,12,33
7438,女中丈夫,,6090,17,14
7439,沉默的远山,,6068,11,56
7440,签手,,6056,22,8
7441,名侦探柯南2012：第11人的前锋,,6055,26,2
7442,贡嘎日噢,2016/6/16,6055,26,58
7443,怒放的青春,,6023,29,1
7444,命运系统,,6000,40,50
7445,又见牡丹亭,2020/8/7,6000,24,31
7446,今生只为遇见你,2020/8/28,5983,34,0
7447,天亮了,,5979,42,5
7448,蚀之霜天晓角,,5969,35,4
7449,岁月是把杀猪刀,,5968,27,1
7450,翦伯赞,2023/4/28,5927,33,3
7451,我们去喝点酒吧,,5925,32,93
7452,恋,2016/12/29,5918,25,1
7453,泰山功夫,2009/3/31,5915,35,5
7454,上帝之城,,5904,19,104
7455,娱乐追击,2019/11/22,5901,24,0
7456,大明星,,5900,27,12
7457,大明星,,5900,27,12
7458,球场情圣埃莱诺,,5900,35,85
7459,绝代佳人,,5900,60,98
7460,18岁18天,,5888,35,2
7461,早春二月,1963/2/1,5886,18,16
7462,征途,,5878,50,7
7463,翻身,,5875,25,21
7464,十月阳春,2016/6/18,5860,11,11
7465,勇闯天下,,5850,15,21
7466,白云·苍狗,,5834,51,1
7467,幸福并不遥远,,5832,36,21
7468,破碎的拥抱,,5820,26,111
7469,东京公园,,5810,31,95
7470,电子情书,,5800,32,9
7471,非常爱情,,5775,40,144
7472,那人那事那岁月,2023/2/17,5743,28,12
7473,花事.如期,,5740,43,44
7474,那些名字那些年,2018/11/15,5737,30,2
7475,逆转流星,,5725,11,10
7476,铜牌小车手,,5720,24,4
7477,卡米诺,,5708,26,1
7478,红缘,,5701,10,9
7479,情探,,5700,14,201
7480,藏历一年,2023/3/22,5699,35,0
7481,益西卓玛,,5686,44,64
7482,牧马人,,5674,8,22
7483,广东第三届香港电影展映周,,5648,20,23
7484,老那,,5640,28,50
7485,做局,,5635,24,1
7486,崂山道士,,5630,58,49
7487,第五届香港电影广东展映活动,,5621,41,17
7488,七日,,5617,20,4
7489,迅雷之旅,2006/7/30,5600,0,0
7490,金玉满堂,,5595,23,20
7491,遥不可及,2021/9/3,5593,14,27
7492,茶缘,2020/11/6,5585,26,2
7493,奔跑的笨蛋,2021/11/19,5584,29,0
7494,2022法国儿童电影展映-厦门文广电影控股有限公司,,5578,29,21
7495,尼玛的夏天,,5575,25,25
7496,加德满都，天空之镜,,5567,27,105
7497,安阳劫,2019/10/18,5566,28,2
7498,白兰,,5539,38,29
7499,最好的道别,2022/8/26,5539,31,0
7500,女足九号,2001/3/9,5530,32,35
7501,椰岛警魂,,5520,40,4
7502,红尾鸽,,5520,40,69
7503,乾坤福寿镜（京剧）,,5520,77,2
7504,一石二鸟,2005/1/21,5511,13,24
7505,城管妈妈,,5494,30,26
7506,南京的那个夏天,,5490,16,10
7507,北京卡门,,5470,10,547
7508,正好的我们,2018/12/14,5464,40,4
7509,鱼儿离不开水,,5461,31,2
7510,梦想的面具,2022/12/16,5445,34,2
7511,姑鲁之恋,2015/5/1,5431,21,4
7512,重返香巴拉,,5420,26,9
7513,西塘河,,5400,20,2
7514,夫妻哨,,5365,36,21
7515,军医,,5350,25,27
7516,谍战锦屏山,2015/9/29,5350,25,43
7517,老人,,5325,36,37
7518,钢板咏叹调,2016/1/22,5320,26,0
7519,西藏今昔,2009/2/15,5317,0,27
7520,生根,2019/12/13,5315,31,19
7521,孩子那些事儿,,5292,18,7
7522,生死时刻,,5288,18,8
7523,从民工到明星,2020/2/10,5273,101,7
7524,骑士阿吉,2018/6/18,5249,48,1
7525,黑色的旋涡,,5240,20,87
7526,兰梅记,2013/6/18,5235,25,15
7527,惊爆红色十月,,5228,8,92
7528,青蛇,,5205,37,71
7529,碧玉簪,1962/10/10,5200,15,173
7530,花开莱州,2017/1/13,5200,41,42
7531,A测试,,5195,472,0
7532,2020年中国电影博物馆波兰电影展,,5192,8,53
7533,生日之谜,,5192,28,7
7534,银蛇谋杀案,1988/2/1,5186,21,50
7535,小满的故事之青涩年华,2017/5/12,5179,26,0
7536,归去来兮,,5176,36,0
7537,马庄村,2023/5/1,5171,34,17
7538,韩国钧,,5150,25,103
7539,十八个手印,,5120,18,8
7540,冬雪暖阳,2021/9/24,5120,27,1
7541,人鬼情,,5115,25,51
7542,北京时间,2015/12/11,5111,25,1
7543,2020西班牙电影展,,5100,9,56
7544,野兽之心,,5100,31,9
7545,景阳钟（越剧戏曲片）,,5097,30,9
7546,冬天里,,5081,49,1
7547,疯狂好男人,,5080,40,42
7548,拉尔复仇记,,5070,20,5
7549,圈战,,5070,50,9
7550,路上,2023/4/10,5053,25,4
7551,2020戏曲电影展映,,5050,7,23
7552,蛹,,5048,27,63
7553,冰球少年,2020/11/17,5047,34,1
7554,不再沉睡,,5030,15,6
7555,绝代芳华,2019/12/20,5014,31,3
7556,生死诺言,,5008,12,4
7557,彩云深处,2020/9/18,5000,33,5
7558,上海今昔,,5000,38,66
7559,地下航线,,5000,32,39
7560,陷入歧途,2021/12/28,5000,50,8
7561,光明行,2021/10/10,5000,40,21
7562,再见班花,2021/9/24,4995,34,1
7563,光荣使命,2015/4/20,4995,28,6
7564,津门奇案之元凶,,4990,27,23
7565,水面葫芦,,4981,28,2
7566,大电影之数百亿,2006/1/1,4942,6,3
7567,武状元苏乞儿,,4930,21,59
7568,请把生命交给我,2018/7/25,4929,30,2
7569,幸福雨,,4913,33,7
7570,求求你表扬我,2005/6/17,4906,11,86
7571,人与偶,2021/4/27,4899,33,0
7572,女篮五号,,4893,26,11
7573,妙濛的日子,,4891,25,65
7574,劫杀雅典娜,,4888,37,2
7575,好人大冯,,4867,5,99
7576,心灵救赎,,4837,27,1
7577,被阳光移动的山脉,,4830,31,16
7578,立正,,4829,24,9
7579,非常小特务,,4825,25,24
7580,了不起的村庄,,4823,29,8
7581,双城之间,,4817,27,7
7582,秋田,,4800,60,16
7583,图木舒克,,4800,37,66
7584,书剑恩仇录,,4800,59,82
7585,绝对挑战,,4798,22,9
7586,惊蛰,,4778,28,86
7587,筋饼之恋,2022/8/5,4775,25,24
7588,夕照街,,4761,32,8
7589,周恩来,,4760,20,60
7590,白发魔女传,,4746,9,8
7591,爱神有泪,,4724,28,1
7592,夏老师的日记,,4723,24,40
7593,一家两口,2017/8/28,4713,21,3
7594,彼时生命,,4710,29,80
7595,2020中国电影博物馆保加利亚电影展,,4706,8,49
7596,铁血丹心-邓演达,,4705,33,3
7597,神偷特工,,4703,10,6
7598,太阳的颜色,,4700,38,124
7599,安布拉契卡的小海豚,,4690,30,79
7600,铁笼,2018/7/13,4675,28,0
7601,铁笼,,4675,28,0
7602,红色满洲里,2006/6/29,4664,2,97
7603,父子情,,4642,36,43
7604,开国大典,1900/1/1,4620,20,77
7605,血证一九二八,2016/4/27,4610,5,71
7606,疯狂主妇,,4605,11,13
7607,花儿并蒂开,,4595,28,21
7608,花这样红,,4588,47,2
7609,超萌宝贝,,4585,29,7
7610,暗藏杀机,,4580,10,458
7611,叶圣陶在甪直,,4574,23,8
7612,拳职妈妈,2018/12/28,4573,30,0
7613,剩男圣女嗨起来,2021/4/9,4567,33,0
7614,七十二家房客,,4549,38,17
7615,商圣范蠡之雄图霸业,,4544,21,16
7616,让我们西米吧,2014/4/16,4540,26,44
7617,我的梦想,,4530,26,5
7618,望山,2006/7/28,4525,3,34
7619,冰川之恋,2023/5/19,4512,31,3
7620,天鹅湖之恋,2021/8/27,4498,31,1
7621,我的母亲,2013/9/17,4497,20,2
7622,高山下的花环,,4489,11,18
7623,兄弟之北漂歌手,2016/11/11,4475,26,0
7624,凶宅幽灵,,4448,10,9
7625,第二届丝绸之路国际电影节,,4445,3,8
7626,女记者的日记,2020/11/13,4427,27,4
7627,护宝计中计,2019/10/22,4425,25,3
7628,武松打我,,4410,28,16
7629,包公三勘蝴蝶梦,2021/12/27,4408,26,0
7630,为你等待,,4375,29,2
7631,源·彩虹,2019/4/5,4365,25,1
7632,水乡的春天,,4345,7,21
7633,时光机,,4321,32,45
7634,骑士本色,2016/2/5,4320,30,12
7635,最后的芬芳,,4311,11,132
7636,甜水谣,2016/12/18,4310,37,0
7637,过年回家,2000/9/28,4294,35,4
7638,谁的眼泪在飞,,4290,18,10
7639,小心“陷阱”,2019/11/8,4284,36,3
7640,2018年第十四届中国长春电影节10,,4279,110,10
7641,猎豹出击,,4277,25,9
7642,玫瑰神偷,,4276,4,72
7643,大顺·1927,,4262,20,15
7644,纸相机,,4258,24,44
7645,最爱我是你,,4246,11,14
7646,异形4,,4240,46,9
7647,2019年浙江国际青年电影展3,,4234,34,16
7648,雀黄色的自行车,,4215,33,65
7649,秋月,,4215,38,110
7650,香巴拉信使,,4205,9,80
7651,神气威龙,,4205,3,153
7652,鲸落(短片),,4204,31,8
7653,三毛流浪记,,4203,5,52
7654,可怜天下父母心,,4200,20,21
7655,一个笨蛋俩个贼,,4200,38,111
7656,墨多多谜境冒险,,4200,38,19
7657,我的伊赫塔拉,,4180,27,6
7658,半生缘,,4165,36,59
7659,半生缘,,4165,36,59
7660,黄桷树下的孩子们,2016/4/29,4158,24,3
7661,第四届丝绸之路国际电影节,,4150,49,1
7662,不一样的烟火,,4145,35,4
7663,2021年第二届庐山国际爱情电影周,,4140,29,4
7664,芦茨湾的呼唤,,4130,18,10
7665,棒球少年,,4127,22,6
7666,无法触碰的爱,2018/1/12,4122,32,0
7667,2018年第十四届中国长春电影节25,,4120,41,20
7668,湘女萧萧,,4110,43,12
7669,芬芳的红杜鹃,2021/7/9,4110,25,8
7670,乘客,,4100,50,21
7671,边城之恋,2011/1/1,4100,25,5
7672,于无声处,,4100,59,35
7673,情长谊深,,4100,63,33
7674,笑里藏刀,,4096,39,35
7675,寒窑记,,4080,30,12
7676,青春正蓝,2018/11/9,4076,27,6
7677,草原战士,,4060,35,59
7678,回家过年,,4052,26,19
7679,绑架卡拉扬,,4048,44,92
7680,速求共眠,,4048,41,98
7681,大桥下面,,4040,44,92
7682,夏日的期待,,4036,44,92
7683,405谋杀案,,4035,29,69
7684,童年的稻田,,4035,32,25
7685,工作及累,,4034,27,2
7686,华容道,,4034,4,3
7687,我会守着你,,4025,37,36
7688,烦恼的喜事,,4024,44,92
7689,横竖横,,4024,44,92
7690,心灵的救赎,,4008,21,6
7691,邮缘,1900/1/1,4000,43,92
7692,背起爸爸上学,1998/10/19,4000,10,400
7693,百合花开,,4000,10,400
7694,张灯,,4000,50,40
7695,新大祭桩,,3990,20,18
7696,末日情人,,3967,34,1
7697,夺宝,,3960,10,11
7698,上海假期,,3956,43,91
7699,股啊股,,3956,44,90
7700,我们遇见松花湖,2022/8/4,3946,33,0
7701,云的童话,,3940,26,7
7702,村里来的年轻人（豫剧）,2023/4/6,3940,31,42
7703,浴血东征,2012/7/10,3933,35,2
7704,我童年的天空,,3930,36,2
7705,红小鬼齐步走,2016/4/29,3905,26,3
7706,澳门爱情指南,,3900,100,39
7707,情归鹭岛,,3900,20,98
7708,反击者2,2022/1/21,3883,32,0
7709,只要我们在一起,,3880,19,2
7710,冬·至,,3871,34,5
7711,一路顺风,,3867,25,3
7712,2018年第十四届中国长春电影节26,,3865,41,24
7713,邋遢大王奇遇记(十三),,3845,32,20
7714,聆听,,3833,21,3
7715,都市有情天,,3815,26,11
7716,虎头要塞之谎言,,3810,37,1
7717,大闹天宫 上下集,1964/2/1,3806,23,24
7718,小事大爱,,3800,40,19
7719,石将军石勇,,3790,20,3
7720,周末村官,,3782,34,6
7721,台湾往事,1900/1/1,3745,27,35
7722,千里追踪,,3740,21,29
7723,纸飞机,2004/6/19,3724,11,18
7724,廊桥1937,2012/2/5,3720,20,12
7725,家亦有道,2014/11/8,3720,27,3
7726,断刀客,,3700,31,60
7727,李有源与东方红,,3700,25,12
7728,未完成的喜剧,,3700,63,30
7729,武松,,3700,29,64
7730,盲道,,3690,45,82
7731,青花马,2022/4/22,3681,36,0
7732,让儿女吃点苦,,3662,43,7
7733,婚礼及其他自然灾害,,3650,26,9
7734,三个和尚,,3640,58,32
7735,狮子王,1995/7/15,3635,48,75
7736,杰米拉,2022/6/17,3627,34,1
7737,歌声缘何慢半拍,,3614,35,26
7738,城南旧事,1982/2/1,3598,20,30
7739,2018年第十四届中国长春电影节3,,3590,60,12
7740,背影,,3585,15,5
7741,2018年第十四届中国长春电影节11,,3575,115,8
7742,马克思,,3570,32,37
7743,艺海风光,,3567,29,1
7744,看见风,,3564,38,94
7745,2018年第十四届中国长春电影节12,,3555,55,16
7746,时光冒险,,3550,27,66
7747,非常夏日,,3542,29,25
7748,头彩,2012/5/1,3520,40,11
7749,乡兵的集会,,3515,33,54
7750,怒海轻骑,,3500,50,18
7751,寻包,,3486,24,4
7752,无法触及,2017/6/13,3479,24,2
7753,天理难容,,3475,3,99
7754,怒放,,3474,35,4
7755,绿草地,,3473,23,10
7756,梅葛,,3460,20,7
7757,金画眉,,3452,35,6
7758,完美的陌生人,,3450,26,17
7759,夜凉如水,,3449,9,64
7760,乙未之风雨催城,,3417,33,6
7761,伟大的伟,,3415,9,8
7762,爱情的捉弄,,3410,33,51
7763,2020阿根廷电影展,,3403,9,27
7764,聂耳,,3400,63,27
7765,夜花火,2022/2/17,3400,35,0
7766,我的青春不再见,2023/2/10,3396,35,3
7767,巴图温都苏,,3380,2,60
7768,街舞青春,2020/8/14,3375,32,0
7769,龙门相,,3375,65,52
7770,九局下半,,3360,30,5
7771,危楼春晓,,3360,39,12
7772,桑洼,,3357,51,33
7773,天山雪,2008/5/6,3353,17,1
7774,姐妹2之再见青春,,3336,26,11
7775,乡村女人,2016/9/19,3335,20,3
7776,石义大战蟒蛇精,,3333,20,165
7777,我想你·爱我,,3333,30,110
7778,一生有你2016,,3327,21,3
7779,火烈鸟,,3325,48,1
7780,邋遢大王奇遇记(八),,3320,26,7
7781,花园农家,2009/12/12,3320,20,166
7782,救赎,2006/6/28,3317,6,6
7783,中尉,,3303,10,12
7784,万紫千红总是春,,3300,62,27
7785,长大成人2013,,3292,38,44
7786,我要幸福,,3286,23,1
7787,第九届两岸电影展-台湾电影展,,3285,37,15
7788,燕振昌,,3280,54,4
7789,火力目标,2003/10/31,3274,3,55
7790,守望天湖,2014/7/28,3250,25,16
7791,沉默的夏天,,3245,34,16
7792,定军山情歌,,3242,30,18
7793,交锋,,3240,18,10
7794,给太太打工,,3239,3,100
7795,身不由己,,3230,13,18
7796,忍者乱太郎,,3230,30,5
7797,卒迹,2014/1/3,3228,50,1
7798,早熟,2005/4/1,3215,6,24
7799,清凉寺钟声,,3208,7,37
7800,悲情探戈,,3206,7,458
7801,肖尔布拉克,,3200,63,26
7802,似水流年,,3198,25,32
7803,桃李问答,,3196,4,40
7804,七声,,3189,30,105
7805,吉祥四宝,,3185,20,8
7806,春桃,,3175,26,30
7807,北方无故人,2022/7/28,3175,24,0
7808,酷狗宝贝1之超级无敌掌门狗,,3172,6,82
7809,假期行动,,3160,26,0
7810,龙骧虎跃,2013/12/4,3153,10,1
7811,加油兄弟,2021/11/25,3149,34,0
7812,夜郎侠之一路危途,2016/8/14,3130,28,4
7813,清风的味道,,3120,60,7
7814,白牦牛,2019/6/28,3115,22,2
7815,逆袭的青春,,3100,21,10
7816,少年陈真之乱世英雄,2022/7/15,3097,29,0
7817,橙衣天使,2021/7/10,3080,40,19
7818,马陵道,,3070,38,81
7819,留住春天,,3068,30,0
7820,夏日往事,,3061,51,1
7821,喋血街头,,3060,25,7
7822,2020匈牙利电影大师展,,3056,6,54
7823,武当少年,,3048,38,7
7824,九色鹿,,3040,58,26
7825,心灵的责任,,3040,22,5
7826,三个民工,,3038,20,5
7827,变身契约,,3038,11,3
7828,英雄传奇,,3020,20,3
7829,罗非是条鱼,2020/10/16,3018,34,0
7830,说不,,3015,27,37
7831,谁是儿子,,3000,30,100
7832,魔术师的奇遇,,3000,43,35
7833,青春指南,,3000,50,5
7834,希望之火,,3000,30,17
7835,秋天的童话,,3000,59,51
7836,黎乡遇见你,2022/8/4,3000,25,1
7837,笑神穷不怕,,2986,31,1
7838,秋决,,2974,34,88
7839,圣保罗医院之谜,,2958,28,52
7840,寻找女友,,2955,26,22
7841,踮起脚尖去爱你,2020/12/12,2951,30,0
7842,杨门女将,,2949,23,128
7843,浮生,,2949,42,23
7844,大树下的守望,2021/7/16,2948,36,3
7845,咱们的绝活,,2947,17,14
7846,一个人的城市,,2937,40,6
7847,最后的贵族,,2924,13,28
7848,北京保利永兴影城法国环保电影展映,,2923,20,11
7849,电影节的贵宾,,2920,40,73
7850,天台,,2910,22,9
7851,浴血红马车,,2906,24,11
7852,八义村的半农时代,2021/7/23,2905,50,8
7853,枣乡女人（戏曲豫剧）,,2900,25,39
7854,阿混新传,,2900,62,24
7855,秋天里的春天,,2900,66,22
7856,你的世界,,2900,27,55
7857,我们和《金刚川》,2020/12/18,2897,35,0
7858,绿色救赎之追捕真凶,,2890,51,3
7859,黑骏马,1995/3/2,2886,49,10
7860,农谷之恋,2014/5/18,2880,40,18
7861,我的天使在街上,,2875,10,16
7862,第二个妈妈,,2874,7,73
7863,男人三五十,,2855,29,9
7864,草帽,,2855,45,21
7865,雪途,2016/1/19,2850,27,2
7866,警察追击,,2841,4,63
7867,二杠三,,2830,35,2
7868,梁山伯与祝英台（越剧）,,2825,12,8
7869,一票青春,2020/8/14,2820,33,1
7870,曝·光,,2818,33,4
7871,2018年第十四届中国长春电影节19,,2813,45,13
7872,多彩的晨光,,2800,39,36
7873,红番区,,2800,5,40
7874,红孩子,,2797,5,61
7875,骆驼祥子,2016/4/1,2797,74,38
7876,2018年第十四届中国长春电影节20,,2792,44,13
7877,我爱你,,2790,30,46
7878,生命签证,,2789,43,16
7879,尤三姐,,2789,22,127
7880,寂静的哨所,,2785,5,15
7881,同根生,,2776,13,3
7882,潘菲洛夫28勇士,,2775,7,18
7883,丛林历险记3,,2770,11,7
7884,星月童话,,2770,25,4
7885,鸡毛信,,2770,8,47
7886,收藏记忆的角落,,2770,15,11
7887,老井,,2765,28,11
7888,女儿谷,1996/3/6,2763,7,33
7889,爷们信条,,2761,39,0
7890,爱的喜悦,,2755,18,6
7891,太极,,2747,31,6
7892,岗上花开,2023/2/17,2743,28,1
7893,腊月正月,,2729,43,21
7894,点指兵兵之青年干探,,2715,25,4
7895,细路祥,,2709,39,35
7896,幸福从天而降,2013/9/10,2706,29,2
7897,好事多磨,,2700,61,22
7898,旅程,,2700,12,32
7899,抬起头来,,2690,24,4
7900,谁是卧底,,2685,14,5
7901,黑太阳731,,2680,27,50
7902,办公室的故事：现代版,,2661,6,82
7903,疯狂的玫瑰,,2649,17,4
7904,2020庐山国际爱情电影周,,2645,52,1
7905,扫雷计划,,2637,4,41
7906,凌河影人,,2634,13,5
7907,无名三侠客,,2625,25,11
7908,奔跑吧！狗狗,,2625,22,2
7909,A-1头条,,2621,7,7
7910,大山之恋,,2620,20,131
7911,七夕血案,,2620,20,7
7912,我的恋爱药方,2021/10/8,2610,44,5
7913,爱在咫尺间,2023/2/27,2608,27,2
7914,邻居,,2600,63,21
7915,猎枪,2022/1/20,2598,31,0
7916,东,,2593,14,12
7917,灰鼠与绿泇,,2585,23,9
7918,七年之痒,2014/4/30,2583,25,9
7919,廊桥遗梦,1996/1/1,2580,20,43
7920,好事好商量,,2580,10,23
7921,冬日青蛙,,2566,4,127
7922,查干淖尔姑娘,,2556,49,2
7923,秋末,2021/9/26,2539,26,0
7924,成成烽火之投笔从戎,2011/6/22,2535,15,8
7925,方队,,2514,19,5
7926,上海市科学技术协会“2018上海科普电影周”,,2509,1,228
7927,奇袭胡家台,2015/9/16,2500,25,100
7928,隔山有眼,,2500,30,14
7929,罪与罚,2009/11/1,2500,36,35
7930,天籁,,2489,30,2
7931,爱之甘醇,,2480,80,31
7932,玫瑰天涯,,2468,4,34
7933,马奈的新娘,,2460,39,21
7934,山里山外,,2460,40,16
7935,逃亡者,,2460,20,6
7936,古宅魅影,,2456,18,9
7937,双枪假面人,,2454,24,4
7938,岳家小将,,2453,5,66
7939,爱情两对半,,2450,20,4
7940,洗澡,,2446,38,33
7941,梅朵与月光,2019/2/1,2443,43,14
7942,姐姐,,2435,4,111
7943,51号兵站,,2430,30,81
7944,父子情,,2428,41,30
7945,骆驼祥子,,2427,31,13
7946,爱情鸟,,2425,25,8
7947,黄昏,,2420,23,27
7948,青春万岁,,2400,37,33
7949,战上海,1959/1/1,2400,40,60
7950,牡丹亭,,2400,35,35
7951,舞台姐妹,,2381,10,21
7952,圣达菲婚礼,,2380,52,12
7953,2018年第十四届中国长春电影节17,,2380,44,11
7954,突发事件,,2380,20,10
7955,粉墨人生,,2370,22,28
7956,鱼不在水里,2009/7/24,2370,10,12
7957,电影男ORZ,,2368,23,25
7958,我们的夏天,,2365,31,4
7959,成记茶楼,,2350,36,8
7960,梅里雪山,,2350,21,110
7961,民警故事,,2345,39,30
7962,大学生小村官,,2344,21,29
7963,孟母三迁,,2340,21,14
7964,这里的黎明静悄悄,,2334,10,76
7965,天目,,2330,23,8
7966,那座山,,2325,23,2
7967,机器人班长,2014/1/13,2325,25,6
7968,父子返乡,,2320,22,1
7969,我的九月,1990/2/1,2319,5,58
7970,家在树德坊,,2315,44,53
7971,欢乐公主,,2310,10,116
7972,哈罗，同学,,2310,6,193
7973,爱在人间,2011/6/26,2295,17,3
7974,川流不息,,2290,47,16
7975,叛逆女特工,,2283,4,65
7976,隐秘的莲花,,2275,25,9
7977,锦绣前程,,2275,4,24
7978,甘南情歌,2014/1/7,2260,20,7
7979,绝世宝贝,,2254,10,8
7980,追梦英雄,2015/11/11,2250,25,90
7981,陪我一起飞,,2250,25,6
7982,小街,1981/2/1,2242,14,28
7983,血缘追踪,,2230,32,35
7984,小足球队,,2225,4,63
7985,开往春天的地铁,2002/5/28,2223,6,40
7986,阿凡提和阿瓦提,2015/5/27,2214,4,6
7987,2023国家大剧院国际歌剧电影展,,2212,55,20
7988,寻狗启事,,2210,26,85
7989,祥林嫂,,2200,37,30
7990,迁徙,2014/5/29,2200,26,6
7991,僧侣与魔鬼,,2186,5,81
7992,风雨过后,,2185,12,27
7993,鹿鼎山下,2021/5/28,2182,39,1
7994,高甲第一丑,,2180,29,8
7995,天工开物,,2175,11,2
7996,真假铁马骝,,2175,22,2
7997,鬼妹,,2170,10,4
7998,黑风寨,,2160,30,4
7999,血红的蝴蝶,,2160,37,5
8000,平安之盾,,2160,33,6
8001,非洲大草原,,2160,38,57
8002,熊猫盼盼,,2160,38,57
8003,狗头金,,2155,30,2
8004,爆裂蝴蝶,2022/11/4,2150,20,1
8005,冬蝉,,2145,28,11
8006,盗马贼,,2145,42,10
8007,我的军号,2011/7/4,2140,10,23
8008,咱们的牛百岁,,2136,44,49
8009,战火童心,,2135,16,6
8010,海军陆战队员,,2133,28,4
8011,第三届万达莎士比亚影像展-广州万达国际电影城有限公司,,2127,35,4
8012,都市牧羊曲,,2125,10,44
8013,乌鸦与麻雀,,2120,40,53
8014,京门九衢图,,2120,30,6
8015,火童,,2120,57,19
8016,绿水,,2110,25,10
8017,电波中的女人,,2110,5,13
8018,生日历险,,2107,4,41
8019,终极游戏,,2100,23,3
8020,大声说出我爱你,,2100,26,1
8021,熊猫历险记,,2100,21,33
8022,借东风,,2100,34,62
8023,牵牛花,,2100,64,17
8024,柳毅传书,,2100,24,45
